,Date,Time,CMP10_GHI_Avg,CMP10_DHI_Avg,CHP1_DNI_Avg,Tilt,T2,T3,T1,T4,Flow,Efficiency,Clearness,Incidence Angle,ZenDeg,AzDeg
0,2023-02-02,09:00:00,146.0584,145.1568,2.450506,149.22711864406782,19.165254237288135,19.016949152542374,15.711864406779661,14.94915254237288,0.8000000000000002,0.08741542787141672,0.3304303440525251,57.99616486915449,70.97,123.2
1,2023-02-02,09:01:00,153.8741,152.874,2.099956,149.4525423728814,19.161016949152543,19.00423728813559,15.826271186440678,15.101694915254237,0.8000000000000002,0.09227144478480578,0.34106562644707833,57.76383408578243,70.78,123.3
2,2023-02-02,09:02:00,158.5694,157.4624,2.591111,143.864406779661,19.305084745762713,19.21186440677966,15.919491525423728,15.114406779661017,0.8000000000000002,0.05699218746560289,0.3347902085199332,57.53160839138283,70.6,123.5
3,2023-02-02,09:03:00,150.9216,150.0254,2.970575,143.5,19.305084745762713,19.21186440677966,15.919491525423728,15.114406779661017,0.8000000000000002,0.057136914570133736,0.32632654029871705,57.29948920720417,70.42,123.7
4,2023-02-02,09:04:00,153.4626,152.7056,2.701281,140.55084745762713,19.411016949152543,19.305084745762713,15.957627118644067,15.186440677966102,0.8000000000000002,0.06628872198409919,0.3208604372840276,57.06747797578332,70.24,123.8
5,2023-02-02,09:05:00,148.4866,147.7359,2.442131,141.87966101694917,19.983050847457626,19.449152542372882,15.974576271186441,15.305084745762711,0.8000000000000002,0.33093110658007224,0.3128570641555827,56.83557616136399,70.06,124
6,2023-02-02,09:06:00,148.52,147.7539,1.871091,148.15593220338985,20.309322033898304,19.71186440677966,16.18220338983051,15.377118644067796,0.8000000000000002,0.3546091605399958,0.3143631933428552,56.60378525032441,69.88,124.2
7,2023-02-02,09:07:00,152.5098,151.7823,1.426752,151.20169491525422,20.597457627118644,19.970338983050848,16.01271186440678,15.334745762711865,0.8000000000000002,0.3646873697753147,0.3211085408734383,56.37210675161423,69.7,124.3
8,2023-02-02,09:08:00,157.6199,156.8576,2.565658,154.81186440677968,21.0635593220339,20.385593220338983,16.084745762711865,15.504237288135593,0.8000000000000002,0.3850145153223797,0.32556608086841254,56.14054219720131,69.52,124.5
9,2023-02-02,09:09:00,159.4837,158.5876,3.119611,155.38644067796608,21.478813559322035,20.758474576271187,16.233050847457626,15.572033898305085,0.8000000000000002,0.40752057071475084,0.32422541380097814,55.90909314252815,69.35,124.7
10,2023-02-02,09:10:00,158.9633,157.9084,2.956412,160.22033898305085,21.953389830508474,21.11864406779661,16.61864406779661,15.724576271186441,0.8000000000000002,0.457944545899895,0.3225019220663827,55.67776116697857,69.17,124.8
11,2023-02-02,09:11:00,160.4175,159.3535,1.71465,169.3728813559322,22.296610169491526,21.52542372881356,16.661016949152543,15.792372881355933,0.8000000000000002,0.4001734284485707,0.3212370845378196,55.446547874354685,68.99,125
12,2023-02-02,09:12:00,160.3184,159.2505,2.057344,180.9864406779661,22.70762711864407,21.93220338983051,16.783898305084747,15.98728813559322,0.8000000000000002,0.3765124067150203,0.32109027368244936,55.21545489336468,68.81,125.2
13,2023-02-02,09:13:00,162.8688,161.7239,2.748585,197.58135593220337,22.96186440677966,22.309322033898304,16.843220338983052,16.10169491525424,0.8000000000000002,0.2902109380091982,0.32878397901326045,54.98448387812113,68.63,125.3
14,2023-02-02,09:14:00,170.7136,169.4148,2.412249,212.86101694915257,23.466101694915253,22.61864406779661,17.01271186440678,16.076271186440678,0.8000000000000002,0.34980706194952355,0.3444850281370203,54.753636508651034,68.46,125.5
15,2023-02-02,09:15:00,181.5675,180.1482,2.784875,219.9983050847458,23.85169491525424,23.046610169491526,17.093220338983052,16.233050847457626,0.8000000000000002,0.32150345664942415,0.3688245619811001,54.52291449141668,68.28,125.7
16,2023-02-02,09:16:00,198.558,196.9621,2.164225,225.42881355932207,24.31779661016949,23.52542372881356,17.14406779661017,16.364406779661017,0.8000000000000002,0.3087696631266031,0.3995630662275225,54.29231955984883,68.11,125.9
17,2023-02-02,09:17:00,216.4371,214.6385,2.045819,229.46271186440674,24.834745762711865,23.911016949152543,17.165254237288135,16.5,0.8000000000000002,0.35359126940197383,0.42192548385360745,54.061853474891585,67.93,126
18,2023-02-02,09:18:00,225.1402,223.1674,1.836599,221.20677966101698,25.385593220338983,24.241525423728813,17.122881355932204,16.656779661016948,0.8000000000000002,0.45423403218739555,0.4337007211590319,53.831518025559724,67.75,126.2
19,2023-02-02,09:19:00,232.1985,230.0683,1.862136,203.51525423728816,25.86864406779661,24.71186440677966,17.3135593220339,16.758474576271187,0.8000000000000002,0.49915457206028485,0.44169025885874974,53.60131502950868,67.58,126.4
20,2023-02-02,09:20:00,237.0539,234.7871,2.649883,230.01016949152543,26.372881355932204,25.309322033898304,17.402542372881356,16.85169491525424,0.8000000000000002,0.40601863459155746,0.4373125781337885,53.37124633361759,67.41,126.6
21,2023-02-02,09:21:00,230.9895,228.632,3.865884,249.28813559322032,26.96186440677966,25.758474576271187,17.53813559322034,17.016949152542374,0.8000000000000002,0.42382919650588396,0.4063510979470609,53.14131381458557,67.23,126.7
22,2023-02-02,09:22:00,207.1034,204.8025,3.743608,268.03728813559326,27.5,26.322033898305083,17.71186440677966,17.165254237288135,0.8000000000000002,0.38581377751078383,0.40451913909062237,52.911519379541566,67.06,126.9
23,2023-02-02,09:23:00,232.1753,228.9151,5.658876,260.3033898305085,27.889830508474578,26.91949152542373,17.834745762711865,17.23728813559322,0.8000000000000002,0.3272233319766196,0.43541999017950583,52.681864966668535,66.88,127.1
24,2023-02-02,09:24:00,244.0494,238.7221,10.14759,246.0016949152542,28.48728813559322,27.360169491525422,17.91949152542373,17.411016949152543,0.8000000000000002,0.4021541874598613,0.4555563380492279,52.45235254584147,66.71,127.3
25,2023-02-02,09:25:00,257.7323,249.6055,15.8364,248.53728813559323,28.99576271186441,27.728813559322035,18.22457627118644,17.60169491525424,0.8000000000000002,0.4474007774547866,0.4595695280772805,52.222984119280746,66.54,127.5
26,2023-02-02,09:26:00,252.0213,247.2714,8.396787,270.98644067796613,29.593220338983052,28.25,18.338983050847457,17.597457627118644,0.8000000000000002,0.43500062955276375,0.44225272828393625,51.99376172222008,66.37,127.6
27,2023-02-02,09:27:00,241.9294,238.6835,4.776561,300.12203389830506,30.10593220338983,28.766949152542374,18.41949152542373,17.64406779661017,0.8000000000000002,0.39150145745792836,0.4301745781299508,51.764687423590246,66.2,127.8
28,2023-02-02,09:28:00,241.8306,237.9639,5.500224,333.6847457627119,30.483050847457626,29.228813559322035,18.427966101694917,17.673728813559322,0.8000000000000002,0.3298170427750585,0.44180057459134203,51.53576332671866,66.02,128
29,2023-02-02,09:29:00,258.3792,252.2094,10.52883,341.71525423728815,30.95762711864407,29.703389830508474,18.56779661016949,17.74576271186441,0.8000000000000002,0.32204506459805565,0.47371013131840495,51.306991570045156,65.85,128.2
30,2023-02-02,09:30:00,281.5643,269.8489,21.7548,307.8542372881356,31.440677966101696,30.050847457627118,18.516949152542374,17.83050847457627,0.8000000000000002,0.39609052422174507,0.5137788344842364,51.078374327854554,65.68,128.4
31,2023-02-02,09:31:00,307.9455,290.3689,32.99041,265.29661016949154,32.04661016949152,30.50423728813559,18.453389830508474,17.889830508474578,0.8000000000000002,0.5100432582950256,0.5435319352569464,50.84991381102646,65.51,128.6
